LR,pval_PAAD-US,pval_PACA-AU,pval_PACA-CA,hr_PAAD-US,hr_PACA-AU,hr_PACA-CA,median_day_low_PAAD-US,median_day_low_PACA-AU,median_day_low_PACA-CA,median_day_high_PAAD-US,median_day_high_PACA-AU,median_day_high_PACA-CA,diff_day_PAAD-US,diff_day_PACA-AU,diff_day_PACA-CA,meta_pval,meta_qval_BH,meta_qval_holm,meta_qval_storey
NRTN->RET,0.164220307258098,0.05070124706697876,0.05124444621328439,1.5363459595368587,1.6960699168088436,1.3333640442484958,195.5,412.5,450.5,179,423,590,-16.5,10.5,139.5,0.0031427257661136338,0.06845069762562085,1,0.03545928197600336
CADM3->CADM3,0.1648334832063909,0.02611205376755199,0.24027045839842087,1.5455274192964994,1.8391439729645458,0.8885971652952401,195.5,380.5,600,181,451,456,-14.5,70.5,-144,0.013363903647132861,0.15467640737391194,1,0.08012649299944898
NTF4->NTRK1,0.16495170135720938,0.03232370336774071,0.04762210853185389,0.7503909594016336,0.5011524313942423,0.7125833415228088,236.5,487.5,632,164,348,437,-72.5,-139.5,-195,0.002447946236456487,0.05855487397603917,1,0.030332982123012824
DEFB4A->TLR4,0.1665965459031301,0.25616740498300694,0.8841091109661054,1.320280489821355,1.561507930163218,0.9732026967196743,185.5,413.5,582.5,181,392,480,-4.5,-21.5,-102.5,0.3575558801521283,0.6454883467893305,1,0.33438013190474786
MUC1->SIGLEC9,0.16673636979926643,0.850699702161011,0.2170986113889516,1.8387075753879576,1.0272478033279084,1.2953300679717041,160.5,390,501,202,423,539,41.5,33,38,0.307136955118329,0.6163781220739467,1,0.3193002612478671
CD80->CTLA4,0.16680728508804332,0.10556315476147582,0.8202848706648527,1.5205051017554496,0.5879258719881922,1.0206359887907985,234.5,519.5,491,179,348,539,-55.5,-171.5,48,0.21702167639071374,0.5225315898969423,1,0.27068526151280353
FGF2->GPC4,0.1681207249902289,0.33829695410209804,0.3377416842223099,0.6863601238399847,0.7565460324084201,0.9577479247893516,180,475,578.5,194,392,456,14,-83,-122.5,0.10025870149778185,0.38906657280584533,1,0.2015468328462427
PTPRM->PTPRM,0.1698937279876831,0.6030064078348296,0.06917277503833774,1.4860592297587365,0.8687251553898709,1.510821266978642,194,487.5,475.5,181,337,628,-13,-150.5,152.5,0.09951712915920724,0.38841963089990617,1,0.2012116997320375
COLQ->MUSK,0.1718549047621315,0.7026574171878303,0.9416732233964427,1.691323870472724,1.0898412515347522,1.0363934546153355,191,451.5,575,179,412,503,-12,-39.5,-72,0.7266024549792743,0.8638335349455389,1,0.4474887467691282
WNT10A->FZD8,0.17244960302291512,0.9538348230575671,0.22052355362824305,0.7941879368721715,0.9531427925866186,0.8231284638949704,189,413.5,496,183,400,575,-6,-13.5,79,0.3863043444282867,0.6706222814558673,1,0.3474001785576191
L1CAM->ITGAV,0.17257704992653833,0.9760052521847433,0.9757627490705533,0.6379324556159908,1.0028360280619744,0.9261792408929004,179,453,575,194,351,480,15,-102,-95,0.8880954438562836,0.9432660004716613,1,0.48863687660331834
LAMA2->DAG1,0.17301751832807233,0.03835763560789407,0.057635229962805345,1.2614861420773784,1.6705866426857172,1.3507626458431399,160,374.5,456,197,423,616.5,37,48.5,160.5,0.003244560542485541,0.06845069762562085,1,0.03545928197600336
CLEC11A->ITGB1,0.17321944543083578,0.071765287926429,0.34204861708575707,0.6747606279976932,0.5889061874140357,0.8189374528142646,161,470.5,557,194,332,480,33,-138.5,-77,0.033716079924186286,0.23535660460696575,1,0.1219209810441641
CLCF1->LIFR,0.17636896662419754,0.5140598109681358,0.5476258661698966,1.6624286441142757,0.8506563503350697,0.8249150600690268,229,487.5,597.5,164,348,456,-65,-139.5,-141.5,0.3095321419708534,0.6170552784283017,1,0.3196510462499753
F8->ASGR2,0.17765789753982864,0.8431239500253909,0.34219883241932814,1.1408446963762147,1.0625649985412993,1.2355523125100927,195.5,428,467,179,361,579,-16.5,-67,112,0.3980929903235869,0.6821043014580593,1,0.35334817030985294
APOE->LDLR,0.17996272131268864,0.023679030913955068,0.8340279723594942,1.5925156414375214,2.0458533461437978,1.1037937531217363,182,349.5,530.5,188,540,512,6,190.5,-18.5,0.18619321515286308,0.4919952597334704,1,0.2548666303032131
RELN->VLDLR,0.17997015352847956,0.9886388334550168,0.38215609811218876,1.4153850159151034,0.9866470926036055,1.2526363807392684,195.5,428,525.5,179,359,522,-16.5,-69,-3.5,0.5380302050253157,0.7703321530849293,1,0.3990525440780347
GNAI2->EDNRA,0.1805594000426286,0.3502280760391463,0.33384172855114047,1.3056242840039045,1.2180220332015836,0.8542648434770793,156.5,413,582.5,202,413,446,45.5,0,-136.5,0.10773044444048235,0.39622986750132233,1,0.20525761002302717
CCL4->CCR3,0.18203352831267483,0.21655745675598237,0.8828567874206275,1.5001444456021178,1.4436457527957791,0.9953635881616139,243.5,412.5,494,158,414,575,-85.5,1.5,81,0.339565550630223,0.6361284887218899,1,0.3295314764785609
TSLP->IL7R,0.18270471603719807,0.3050382678045819,0.4218863908223035,1.2629374115321,1.1627631443867337,1.204874616761495,190,406.5,498.5,181,423,575,-9,16.5,76.5,0.1254417717380739,0.4251336388438914,1,0.22023053234168097
TG->ASGR1,0.18339302838107963,0.026297888511681022,0.07942096157183864,1.3512992967190323,0.5397821306905202,1.2209213733447883,227.5,518,459.5,167,359,625,-60.5,-159,165.5,0.004027602076197236,0.07775355045662245,1,0.04027840717352767
BTC->ERBB4,0.18403454082367843,0.12161736388848321,0.5216037182731855,1.5039184093847273,1.942247801397243,0.9353663862551518,185.5,355,509.5,181,427,522,-4.5,72,12.5,0.0943556548418662,0.3855900792398815,1,0.1997459167136198
CCL2->CCR3,0.18438275329288423,0.8849708919842685,0.6032510532071477,1.336546422792557,1.0557993232652856,1.1249307596017275,208,453,521,179,388,522,-29,-65,1,0.6277394221626635,0.817245662815543,1,0.4233549898926871
CCL2->CCR4,0.18438275329288423,0.7436885745286786,0.12365537959774198,1.336546422792557,1.155713598200871,1.2927330319768806,208,428,478.5,179,361,579,-29,-67,100.5,0.19382171227932973,0.5014260632657223,1,0.2597520373671323
CCL2->CCR10,0.18438275329288423,0.9351737265789848,0.22712632047474623,1.336546422792557,1.1348789074608459,1.2174618773917902,208,453,498.5,179,388,579,-29,-65,80.5,0.38621339999147575,0.6706222814558673,1,0.3474001785576191
CCL2->ACKR4,0.18438275329288423,0.06937023821754162,0.6445192226310125,1.336546422792557,2.335562143803224,1.2380905590782327,208,420.5,512.5,179,392,573,-29,-28.5,60.5,0.12080158922742669,0.4167106722410472,1,0.21586721161296835
CCL2->ACKR2,0.18438275329288423,0.5419975867489539,0.28332494322038404,1.336546422792557,0.8726837479213444,1.2323155518759772,208,460,521,179,361,522,-29,-99,1,0.1715660998376715,0.4823979424888319,1,0.2498949647074571
CCL5->CXCR3,0.18461307865710663,0.35773363929654256,0.9989740977769197,1.3694325339969189,1.149928775689993,1.052984698751284,192.5,340,575,181,455,513.5,-11.5,115,-61.5,0.5309670946091785,0.7632651985006941,1,0.3953916736412634
CCL4->ACKR2,0.185547411720693,0.4618418803923531,0.8786824483624693,1.4966755224520443,0.6848182411216732,0.9978040347392205,243.5,423,539,160,412.5,512,-83.5,-10.5,-27,0.5195478980594715,0.7586057310687928,1,0.3929779455821362
ADAM23->ITGA4,0.18572228022057014,0.5043128343930317,0.30817882397225316,1.2994629128207,0.736003023351025,1.2395755100255212,192.5,487.5,459.5,181,361,579,-11.5,-126.5,119.5,0.1657752300176878,0.477089695152312,1,0.2471451514019229
BST2->LILRA4,0.18635511767476243,0.7345334780088613,0.6417881255226985,0.7392142682343816,0.9558615298162171,1.1522141115233215,209,440,482.5,179,392,579,-30,-48,96.5,0.5469254684254574,0.7756397552215578,1,0.4018020231528645
NGF->NTRK1,0.1866272879338231,0.6953656882068735,0.9873084225441888,1.289093949651117,0.8588945008725178,1.031416909360273,195.5,487.5,482.5,179,351,539,-16.5,-136.5,56.5,0.7601871737378143,0.8815615964354486,1,0.4566723541400388
CEACAM1->SELE,0.18758298213394586,0.6808449425980256,0.8399814676115059,1.518868363198848,1.0458296447616882,0.9309363306852709,179,407,513.5,197,413,539,18,6,25.5,0.65328966008982,0.8325159826643566,1,0.4312654217241396
LGI2->ADAM22,0.18880554156511797,0.025602627938524636,0.5439936176624913,1.3249332656046302,1.993011704472685,0.9614998452389807,218,412.5,591,179,427,467,-39,14.5,-124,0.07270207274788418,0.3423294449073601,1,0.177335757511919
ICAM1->SPN,0.19071796376379024,0.7026904709843652,0.8291593947647717,1.4162697707230214,0.9773573646526291,0.9409135785205799,180,421.5,575,194,412,503,14,-9.5,-72,0.6632507995844131,0.8365407804910017,1,0.4333503740472258
INHBA->TGFBR3,0.1913418712579159,0.5140960677488166,0.5469883830331657,1.4330741409555816,1.059594684652935,1.2079727461653977,185.5,420.5,455.5,181,400,578,-4.5,-20.5,122.5,0.31937789673413974,0.6234645775201814,1,0.322971233649825
HHLA2->TMIGD2,0.19263297646832445,0.6898787392184726,0.6272737655942066,1.3103967134570782,0.9235989958474192,0.988480877337702,181,418.5,483,202,400,579,21,-18.5,96,0.5073387986223991,0.7531416522116269,1,0.3901474074042047
WNT5A->FZD2,0.19322489549623845,0.29543114142486404,0.5033416011269312,0.6931889909395716,1.4387136929081823,0.862502959865629,180,420.5,578,188,412,482.5,8,-8.5,-95.5,0.16269741918015052,0.477089695152312,1,0.2471451514019229
FGF18->FGFR2,0.19338022993533777,0.555956300291438,0.019472036340155152,1.5626132014611076,1.299406041125437,1.609168006001162,185.5,439,437,181,412,633,-4.5,-27,196,0.0757361791229698,0.3468658407504146,1,0.17968573121464765
LPL->VLDLR,0.19477399903508208,0.7508457229101122,0.3649600785476542,1.3327663789520459,0.9184413157184356,0.9377805529192204,243.5,425,557,181,351,480,-62.5,-74,-77,0.3602003167122439,0.6468462143961616,1,0.3350835434407419
IGFL3->IGFLR1,0.1954317831233865,0.5469409291894167,0.9563410056262466,0.6509260321981051,1.0742177470731733,0.9932828301656746,205,360,487,181,427,575,-24,67,88,0.6464197428751444,0.8271590718388082,1,0.42849039943696976
C4B->CR1,0.19546087171152093,0.062205736205142914,0.35230244654165044,1.191980556556188,1.8581066883232031,1.2638556683738593,192.5,418.5,478.5,181,412,573,-11.5,-6.5,94.5,0.037824409540707205,0.2506166598464787,1,0.1298260955349876
AGRN->DAG1,0.19691164359133695,0.5327302165351708,0.7093822348016291,0.729711109263609,1.2069630206552753,0.8864350378244109,171.5,367.5,582.5,194,423,467,22.5,55.5,-115.5,0.4543436419076182,0.7182905507776588,1,0.37209360991509316
FGA->ITGB2,0.19693098438184908,0.9764696091295114,0.08209539393252374,1.2939690604484326,1.113909992938183,0.7614168236296037,180,453,630.5,188,359,456,8,-94,-174.5,0.3214943208334575,0.6237660045475263,1,0.3231273808671444
CCL18->CCR3,0.19702246649138777,0.21655745675598237,0.12159131711506943,1.327694572832748,1.4436457527957791,0.7023080305447743,181,412.5,573,194,414,522,13,1.5,-51,0.025546243647845697,0.20278743851431497,1,0.10504928675524682
CCL18->CCR8,0.19702246649138777,0.9475122507835932,0.4476646301806385,1.327694572832748,0.8923188937200928,0.7566165610833686,181,413.5,515,194,412,530.5,13,-1.5,15.5,0.5688882569895175,0.7856701563042298,1,0.4069980376955965
HMGB1->HAVCR2,0.1989798875193538,0.589405170797206,0.5364608929550208,0.6889289095432574,1.0200895420832712,0.9689492780930916,203.5,442,550,181,361,512,-22.5,-81,-38,0.37042564368347203,0.6592694491747507,1,0.3415191094809513
IL12B->IL12RB2,0.20067087396674832,0.213905864348493,0.391028069484454,1.2692022012334891,0.7072272930000486,0.9592937891778929,234,445,578.5,160,361,456,-74,-84,-122.5,0.0871394667222088,0.3704459793830393,1,0.19190087019512353
HRAS->CAV1,0.20087271916120308,0.315521583298217,0.048690081810885966,0.7229281197716568,0.6577622479209252,0.7038762283835834,195.5,420.5,628,181,388,455,-14.5,-32.5,-173,0.030073824962710213,0.2272634640782558,1,0.11772851899434661
MFNG->NOTCH2,0.20115371422919992,0.617385659421297,0.4164009075116284,1.1965232873845482,1.314464594574851,0.8253085118199206,165.5,420.5,581,197,392,467,31.5,-28.5,-114,0.307412613905468,0.6163781220739467,1,0.3193002612478671
TAC1->TACR2,0.20124486404238295,0.2396165009531115,0.6458957113208382,1.6375360773137084,1.508975136499039,1.1322184610309625,174,355,507.5,239,455,579,65,100,71.5,0.2135909325304155,0.5212307336656388,1,0.27001138338568326
LGALS9->CD44,0.20159096883855132,0.9426390138252673,0.4326552698486684,0.674997770387221,1.0004193343002012,0.9733732633727508,174,458,583,194,392,456,20,-66,-127,0.5575124410421978,0.779465597013206,1,0.40378391095812266
IL34->PTPRZ1,0.20181463345290995,0.01702342789682121,0.9459516900664482,1.3645914598674602,2.2261915119950086,1.1384258500854632,195.5,360,576.5,179,465,467,-16.5,105,-109.5,0.26114771518771485,0.5671900739064896,1,0.2938195440262758
CCL5->CCR5,0.20244603199964073,0.45977981939228796,0.8726465470722172,1.4315705456810608,1.3488050142336594,1.1220334304578365,210.5,420.5,471,179,400,543,-31.5,-20.5,72,0.5261401629241413,0.7632182483451616,1,0.39536735221194874
RTN4->RTN4R,0.20262909171076693,0.17664168086802756,0.13949005064509323,0.8073048342428086,0.6487379932425916,0.7051482775321188,233,460,560,181,361,456,-52,-99,-104,0.023267528894759536,0.1978596069649815,1,0.10249653894552023
DSC2->DSG2,0.20317540361099584,0.925024403561838,0.21366658318372156,0.7910675881834925,1.0718904337476358,0.7774308124767423,162.5,418.5,576.5,194,388,455,31.5,-30.5,-121.5,0.3827179016865601,0.6685886556029053,1,0.34634670627676284
FGF1->CSPG4,0.20331244652938296,0.22364950101405434,0.2475510623679279,0.6363820580863719,1.5579207519830869,0.8353962320049062,194,360,582.5,181,455,494,-13,95,-88.5,0.051146950092463256,0.2823879127748871,1,0.14628444958246606
IL22->IL22RA2,0.20367660605634785,0.08571375456929231,0.15510111824359818,1.5619312820281008,0.5498543753634594,1.6626793475715973,192.5,434.5,575,181,351,515,-11.5,-83.5,-60,0.014636561733397637,0.1606930725696265,1,0.083243285598071
C5->C5AR1,0.20474986083088575,0.6140609800674561,0.35332819710354735,1.3201005108292732,1.3153168586992485,1.247573643684455,236,453,574,179,359,503,-57,-94,-71,0.2658518439102127,0.5725548715185134,1,0.2965986518786074
CCL13->CCR5,0.2052112443807671,0.4093620889368005,0.06542354119253124,1.367755017558088,0.8980005190814226,1.3980621215518665,210.5,440,482.5,179,361,579,-31.5,-79,96.5,0.05240461072338953,0.28653046964089773,1,0.14843040422001993
DLL1->NOTCH2,0.20542567900011932,0.5473130394506449,0.7199745604427181,1.1769493223316612,1.3353564471282713,0.9134112457862893,164,420.5,575,197,400,480,33,-20.5,-95,0.4795417314172981,0.7378547983541246,1,0.3822284105164909
IL18->IL1RAPL1,0.20550599544880388,0.511145014827744,0.0035274009091733616,0.7918624831770981,0.8288455764470464,0.6349438036435773,191,425,682.5,181,392,437,-10,-33,-245.5,0.062254255639283884,0.31638565047273454,1,0.1638961819590685
MMRN2->CD93,0.20556592301147203,0.4253251681781621,0.655632582457919,1.2768297799657409,1.3083603092750973,1.192123184515449,218,432.5,574,164,400,515,-54,-32.5,-59,0.3431356130488602,0.6381058223985303,1,0.33055578791486095
RGMA->NEO1,0.20655185877565874,0.03596077900407724,0.024452712420701017,1.4197543599768676,2.2044114321663466,1.4089033047437742,180,387.5,437,216,413,631,36,25.5,194,0.0031711255854937905,0.06845069762562085,1,0.03545928197600336
CALCB->CALCR,0.20667405869151478,0.9390959726014517,0.5743202281535396,1.317900846844891,0.9753150550405152,0.934790562926429,249,418.5,627.5,161,400,480,-88,-18.5,-147.5,0.6615139909018013,0.8365407804910017,1,0.4333503740472258
XCL2->XCR1,0.2068569069610049,0.7323422436174005,0.058024890636174664,1.284105719351325,1.0743140932459867,1.5746229908230511,199.5,401,456,179,413,607.5,-20.5,12,151.5,0.16528253668231394,0.477089695152312,1,0.2471451514019229
ADCYAP1->ADCYAP1R1,0.20746737755719158,0.8738217443844704,0.2606115848939642,1.2159070791423734,0.969830751776507,0.8598614606978588,181,465.5,582.5,194,348,480,13,-117.5,-102.5,0.38274278110601095,0.6685886556029053,1,0.34634670627676284
IL12A->IL12RB2,0.20760344471273984,0.5727554595908749,0.5139091954485746,1.2968015298423938,0.8795466646588528,1.0084354376101776,224,413,578.5,160,413,467,-64,0,-111.5,0.3486036512000616,0.6381058223985303,1,0.33055578791486095
ARTN->GFRA3,0.20764269021652682,0.8400859128555231,0.22126995541688,1.416983461581499,1.1224105467000127,1.3108591247260966,224.5,421.5,455.5,164,400,575,-60.5,-21.5,119.5,0.3308577927876498,0.6310049624524647,1,0.3268773535988694
TGFB1->ITGB6,0.20854879324069586,0.5106814013573886,0.4148646398620516,0.7187850601797011,0.8434620250800481,0.8359717292795642,179,453,581,194,361,463,15,-92,-118,0.24190105749152416,0.5438541142331746,1,0.2817308962412312
RTN4->S1PR2,0.20890393204387758,0.14145653970490057,0.12406717606021511,0.8120447716375974,0.6417895212224768,0.6925567134289802,233,470.5,573,181,348,455.5,-52,-122.5,-117.5,0.017797488455789278,0.17269190899169834,1,0.08945900200174037
NPPA->NPR2,0.20893300496213896,0.029352293168223964,0.4934452532327098,1.4147126257176874,1.63927950418556,1.2419927315858659,188.5,360,513.5,181,451,539,-7.5,91,25.5,0.06529836604606297,0.32630994063130075,1,0.16903722822084621
NPPB->NPR2,0.20893300496213896,0.029352293168223964,0.37383345971085313,1.4147126257176874,1.63927950418556,1.2613115467871197,188.5,360,513.5,181,451,539,-7.5,91,25.5,0.03822573233436738,0.2506166598464787,1,0.1298260955349876
NPPC->NPR2,0.20893300496213896,0.029352293168223964,0.27991986960767135,1.4147126257176874,1.63927950418556,1.2937132336457,188.5,360,496,181,451,573,-7.5,91,77,0.023192841951137258,0.1978596069649815,1,0.10249653894552023
WNT5B->FZD2,0.20927607852017094,0.36169596691053496,0.7240598707546472,0.7245061432586061,1.3511063131199865,0.972257885292424,162.5,387,608.5,194,423,480,31.5,36,-128.5,0.3491443044034697,0.6381058223985303,1,0.33055578791486095
CEACAM1->HAVCR2,0.2094637911851961,0.6668533422127543,0.7927772395364159,1.4527590486497728,1.1168083594898899,0.8422014228764717,164,413,513.5,194,413,539,30,0,25.5,0.6252091464766264,0.8157274245665947,1,0.4225685020986452
EFNB2->EPHB4,0.20954030288016523,0.32148108669743947,0.9279895407901412,0.6949964883060739,1.2569644070801285,0.9209202815172524,160.5,406,543,197,423,512,36.5,17,-31,0.4692811530734259,0.7320785987945444,1,0.37923618551313093
VCAM1->ITGB2,0.2097081727480543,0.5211580480181246,0.26537004165624967,1.5151777560228976,1.1312423826856874,0.8298925465386044,165.5,439,582.5,216,400,503,50.5,-39,-79.5,0.16479187185214825,0.477089695152312,1,0.2471451514019229
SLAMF6->SLAMF6,0.20982684790177175,0.13595719041244658,0.010916956234354402,1.3944484569810753,1.6191274927721844,1.7080656977928574,208,355,413,179,465,627,-29,110,214,0.007564177481315535,0.11496705623203324,1,0.05955599294515919
IGF1->IGF1R,0.21001553411756912,0.607206949759111,0.5592134136410883,0.5950366702407714,0.8320144166265553,0.9224085764283637,188.5,425,527,181,388,522,-7.5,-37,-5,0.40795578564464274,0.6888091417106248,1,0.35682145589154424
TIMD4->HAVCR1,0.21008381395191278,0.14582917568339393,0.3173183356803171,0.6856168023912703,0.7055808903732275,0.738540968889529,224,458,575,160,392,480,-64,-66,-95,0.05085594114725649,0.2823879127748871,1,0.14628444958246606
NXPH3->NRXN1,0.21011280134801624,0.1772862951566163,0.6791694082704383,1.4335426809675667,1.3929094794024972,0.914722559457262,180,413,507.5,202,413,539,22,0,31.5,0.2020682721691029,0.5062995534516349,1,0.26227663490527164
