"","sampleid","types"
"cell_4986","P09","ETC"
"cell_4987","P09","ETC"
"cell_4988","P09","TAM"
"cell_4989","P09","ETC"
"cell_4990","P09","TAM"
"cell_4991","P09","ETC"
"cell_4992","P09","CAF"
"cell_4993","P09","TAM"
"cell_4994","P09","ETC"
"cell_4995","P09","TAM"
"cell_4996","P09","TAM"
"cell_4997","P09","ETC"
"cell_4998","P09","ETC"
"cell_4999","P09","TAM"
"cell_5000","P09","CAF"
"cell_5001","P09","CAF"
"cell_5002","P09","TAM"
"cell_5003","P09","CAF"
"cell_5004","P09","ETC"
"cell_5005","P09","TAM"
"cell_5006","P09","CAF"
"cell_5007","P09","TAM"
"cell_5008","P09","TAM"
"cell_5009","P09","ETC"
"cell_5010","P09","TAM"
"cell_5011","P09","ETC"
"cell_5012","P09","ETC"
"cell_5013","P09","ETC"
"cell_5014","P09","TAM"
"cell_5015","P09","CAF"
"cell_5016","P09","ETC"
"cell_5017","P09","ETC"
"cell_5018","P09","ETC"
"cell_5019","P09","ETC"
"cell_5020","P09","ETC"
"cell_5021","P09","TAM"
"cell_5022","P09","CAF"
"cell_5023","P09","CAF"
"cell_5024","P09","TAM"
"cell_5025","P09","CAF"
"cell_5026","P09","CAF"
"cell_5027","P09","CAF"
"cell_5028","P09","ETC"
"cell_5029","P09","TAM"
"cell_5030","P09","TAM"
"cell_5031","P09","CAF"
"cell_5032","P09","ETC"
"cell_5033","P09","CAF"
"cell_5034","P09","CAF"
"cell_5035","P09","ETC"
"cell_5036","P09","CAF"
"cell_5037","P09","DC"
"cell_5038","P09","ETC"
"cell_5039","P09","ETC"
"cell_5040","P09","TAM"
"cell_5041","P09","TAM"
"cell_5042","P09","TAM"
"cell_5043","P09","ETC"
"cell_5044","P09","CAF"
"cell_5045","P09","TAM"
"cell_5046","P09","CAF"
"cell_5047","P09","TAM"
"cell_5048","P09","TAM"
"cell_5049","P09","ETC"
"cell_5050","P09","ETC"
"cell_5051","P09","TAM"
"cell_5052","P09","TAM"
"cell_5053","P09","TAM"
"cell_5054","P09","CAF"
"cell_5055","P09","TAM"
"cell_5056","P09","TAM"
"cell_5057","P09","CAF"
"cell_5058","P09","CAF"
"cell_5059","P09","CAF"
"cell_5060","P09","ETC"
"cell_5061","P09","ETC"
"cell_5062","P09","CAF"
"cell_5063","P09","ETC"
"cell_5064","P09","ETC"
"cell_5065","P09","ETC"
"cell_5066","P09","ETC"
"cell_5067","P09","ETC"
"cell_5068","P09","TAM"
"cell_5069","P09","TAM"
"cell_5070","P09","DC"
"cell_5071","P09","TAM"
"cell_5072","P09","TAM"
"cell_5073","P09","TAM"
"cell_5074","P09","ETC"
"cell_5075","P09","Endo"
"cell_5076","P09","CAF"
"cell_5077","P09","CAF"
"cell_5078","P09","CAF"
"cell_5079","P09","ETC"
"cell_5080","P09","CAF"
"cell_5081","P09","CAF"
"cell_5082","P09","ETC"
"cell_5083","P09","ETC"
"cell_5084","P09","CAF"
"cell_5085","P09","ETC"
"cell_5086","P09","ETC"
"cell_5087","P09","TAM"
"cell_5088","P09","TAM"
"cell_5089","P09","ETC"
"cell_5090","P09","ETC"
"cell_5091","P09","ETC"
"cell_5092","P09","TAM"
"cell_5093","P09","TAM"
"cell_5094","P09","CAF"
"cell_5095","P09","ETC"
"cell_5096","P09","CAF"
"cell_5097","P09","Endo"
"cell_5098","P09","TAM"
"cell_5099","P09","TAM"
"cell_5100","P09","TAM"
"cell_5101","P09","TAM"
"cell_5102","P09","ETC"
"cell_5103","P09","ETC"
"cell_5104","P09","CAF"
"cell_5105","P09","TAM"
"cell_5106","P09","TAM"
"cell_5107","P09","ETC"
"cell_5108","P09","CAF"
"cell_5109","P09","TAM"
"cell_5110","P09","CAF"
"cell_5111","P09","ETC"
"cell_5112","P09","ETC"
"cell_5113","P09","CAF"
"cell_5114","P09","ETC"
"cell_5115","P09","CAF"
"cell_5116","P09","CAF"
"cell_5117","P09","ETC"
"cell_5118","P09","ETC"
"cell_5119","P09","CAF"
"cell_5120","P09","TAM"
"cell_5121","P09","Endo"
"cell_5122","P09","TAM"
"cell_5123","P09","ETC"
"cell_5124","P09","CAF"
"cell_5125","P09","TAM"
"cell_5126","P09","TAM"
"cell_5127","P09","ETC"
"cell_5128","P09","TAM"
"cell_5129","P09","CAF"
"cell_5130","P09","CAF"
"cell_5131","P09","ETC"
"cell_5132","P09","ETC"
"cell_5133","P09","CAF"
"cell_5134","P09","DC"
"cell_5135","P09","TAM"
"cell_5136","P09","ETC"
"cell_5137","P09","ETC"
"cell_5138","P09","TAM"
"cell_5139","P09","TAM"
"cell_5140","P09","TAM"
"cell_5141","P09","TAM"
"cell_5142","P09","CAF"
"cell_5143","P09","TAM"
"cell_5144","P09","CAF"
"cell_5145","P09","TAM"
"cell_5146","P09","TAM"
"cell_5147","P09","CAF"
"cell_5148","P09","ETC"
"cell_5149","P09","TAM"
"cell_5150","P09","ETC"
"cell_5151","P09","CAF"
"cell_5152","P09","ETC"
"cell_5153","P09","TAM"
"cell_5154","P09","CAF"
"cell_5155","P09","ETC"
"cell_5156","P09","ETC"
"cell_5157","P09","ETC"
"cell_5158","P09","ETC"
"cell_5159","P09","ETC"
"cell_5160","P09","CAF"
"cell_5161","P09","TAM"
"cell_5162","P09","CAF"
"cell_5163","P09","ETC"
"cell_5164","P09","TAM"
"cell_5165","P09","ETC"
"cell_5166","P09","ETC"
"cell_5167","P09","CAF"
"cell_5168","P09","CAF"
"cell_5169","P09","ETC"
"cell_5170","P09","ETC"
"cell_5171","P09","CAF"
"cell_5172","P09","ETC"
"cell_5173","P09","CAF"
"cell_5174","P09","ETC"
"cell_5175","P09","ETC"
"cell_5176","P09","ETC"
"cell_5177","P09","ETC"
"cell_5178","P09","TAM"
"cell_5179","P09","ETC"
"cell_5180","P09","CAF"
"cell_5181","P09","ETC"
"cell_5182","P09","ETC"
"cell_5183","P09","ETC"
"cell_5184","P09","TAM"
"cell_5185","P09","TAM"
"cell_5186","P09","ETC"
"cell_5187","P09","TIL"
"cell_5188","P09","ETC"
"cell_5189","P09","CAF"
"cell_5190","P09","ETC"
"cell_5191","P09","CAF"
"cell_5192","P09","CAF"
"cell_5193","P09","TAM"
"cell_5194","P09","ETC"
"cell_5195","P09","TAM"
"cell_5196","P09","TAM"
"cell_5197","P09","CAF"
"cell_5198","P09","ETC"
"cell_5199","P09","DC"
"cell_5200","P09","TAM"
"cell_5201","P09","CAF"
"cell_5202","P09","TAM"
"cell_5203","P09","CAF"
"cell_5204","P09","TAM"
"cell_5205","P09","TAM"
"cell_5206","P09","TAM"
"cell_5207","P09","TAM"
"cell_5208","P09","CAF"
"cell_5209","P09","CAF"
"cell_5210","P09","ETC"
"cell_5211","P09","CAF"
"cell_5212","P09","CAF"
"cell_5213","P09","TAM"
"cell_5214","P09","TAM"
"cell_5215","P09","TAM"
"cell_5216","P09","TAM"
"cell_5217","P09","CAF"
"cell_5218","P09","ETC"
"cell_5219","P09","TAM"
"cell_5220","P09","TAM"
"cell_5221","P09","CAF"
"cell_5222","P09","ETC"
"cell_5223","P09","CAF"
"cell_5224","P09","CAF"
"cell_5225","P09","ETC"
"cell_5226","P09","ETC"
"cell_5227","P09","ETC"
"cell_5228","P09","ETC"
"cell_5229","P09","TAM"
"cell_5230","P09","CAF"
"cell_5231","P09","CAF"
"cell_5232","P09","ETC"
"cell_5233","P09","CAF"
"cell_5234","P09","TAM"
"cell_5235","P09","TAM"
"cell_5236","P09","CAF"
"cell_5237","P09","ETC"
"cell_5238","P09","ETC"
"cell_5239","P09","ETC"
"cell_5240","P09","TAM"
"cell_5241","P09","ETC"
"cell_5242","P09","ETC"
"cell_5243","P09","CAF"
"cell_5244","P09","CAF"
"cell_5245","P09","ETC"
"cell_5246","P09","TAM"
"cell_5247","P09","CAF"
"cell_5248","P09","ETC"
"cell_5249","P09","Endo"
"cell_5250","P09","ETC"
"cell_5251","P09","CAF"
"cell_5252","P09","CAF"
"cell_5253","P09","ETC"
"cell_5254","P09","ETC"
"cell_5255","P09","ETC"
"cell_5256","P09","CAF"
"cell_5257","P09","TAM"
"cell_5258","P09","ETC"
"cell_5259","P09","ETC"
"cell_5260","P09","TAM"
"cell_5261","P09","ETC"
"cell_5262","P09","ETC"
"cell_5263","P09","ETC"
"cell_5264","P09","TAM"
"cell_5265","P09","CAF"
"cell_5266","P09","TAM"
"cell_5267","P09","TAM"
"cell_5268","P09","Endo"
"cell_5269","P09","ETC"
"cell_5270","P09","TAM"
"cell_5271","P09","TAM"
"cell_5272","P09","CAF"
"cell_5273","P09","ETC"
"cell_5274","P09","CAF"
"cell_5275","P09","CAF"
"cell_5276","P09","TAM"
"cell_5277","P09","TAM"
"cell_5278","P09","ETC"
"cell_5279","P09","ETC"
"cell_5280","P09","ETC"
"cell_5281","P09","ETC"
"cell_5282","P09","ETC"
"cell_5283","P09","TAM"
"cell_5284","P09","TAM"
"cell_5285","P09","TAM"
"cell_5286","P09","CAF"
"cell_5287","P09","ETC"
"cell_5288","P09","DC"
"cell_5289","P09","TAM"
"cell_5290","P09","CAF"
"cell_5291","P09","CAF"
"cell_5292","P09","TAM"
"cell_5293","P09","TAM"
"cell_5294","P09","ETC"
"cell_5295","P09","CAF"
"cell_5296","P09","CAF"
"cell_5297","P09","ETC"
"cell_5298","P09","TAM"
"cell_5299","P09","TAM"
"cell_5300","P09","CAF"
"cell_5301","P09","CAF"
"cell_5302","P09","ETC"
"cell_5303","P09","ETC"
"cell_5304","P09","ETC"
"cell_5305","P09","TAM"
"cell_5306","P09","CAF"
"cell_5307","P09","CAF"
"cell_5308","P09","TAM"
"cell_5309","P09","TAM"
"cell_5310","P09","CAF"
"cell_5311","P09","TAM"
"cell_5312","P09","TAM"
"cell_5313","P09","ETC"
"cell_5314","P09","ETC"
"cell_5315","P09","ETC"
"cell_5316","P09","TAM"
"cell_5317","P09","TAM"
"cell_5318","P09","CAF"
"cell_5319","P09","TAM"
"cell_5320","P09","ETC"
"cell_5321","P09","Endo"
"cell_5322","P09","TAM"
"cell_5323","P09","TAM"
"cell_5324","P09","CAF"
"cell_5325","P09","ETC"
"cell_5326","P09","ETC"
"cell_5327","P09","TAM"
"cell_5328","P09","ETC"
"cell_5329","P09","CAF"
"cell_5330","P09","TAM"
"cell_5331","P09","DC"
"cell_5332","P09","TAM"
"cell_5333","P09","TAM"
"cell_5334","P09","ETC"
"cell_5335","P09","ETC"
"cell_5336","P09","TAM"
"cell_5337","P09","CAF"
"cell_5338","P09","ETC"
"cell_5339","P09","TAM"
"cell_5340","P09","CAF"
"cell_5341","P09","CAF"
"cell_5342","P09","TAM"
"cell_5343","P09","TAM"
"cell_5344","P09","ETC"
"cell_5345","P09","CAF"
"cell_5346","P09","ETC"
"cell_5347","P09","CAF"
"cell_5348","P09","TAM"
"cell_5349","P09","ETC"
"cell_5350","P09","TAM"
"cell_5351","P09","ETC"
"cell_5352","P09","CAF"
"cell_5353","P09","TAM"
"cell_5354","P09","ETC"
"cell_5355","P09","CAF"
"cell_5356","P09","ETC"
"cell_5357","P09","CAF"
"cell_5358","P09","DC"
"cell_5359","P09","ETC"
"cell_5360","P09","Endo"
"cell_5361","P09","ETC"
"cell_5362","P09","TAM"
"cell_5363","P09","CAF"
"cell_5364","P09","ETC"
"cell_5365","P09","CAF"
"cell_5366","P09","ETC"
"cell_5367","P09","TAM"
"cell_5368","P09","CAF"
"cell_5369","P09","CAF"
"cell_5370","P09","CAF"
"cell_5371","P09","TAM"
"cell_5372","P09","Endo"
"cell_5373","P09","ETC"
"cell_5374","P09","CAF"
"cell_5375","P09","CAF"
"cell_5376","P09","ETC"
"cell_5377","P09","TAM"
"cell_5378","P09","TAM"
"cell_5379","P09","ETC"
"cell_5380","P09","Endo"
"cell_5381","P09","TAM"
"cell_5382","P09","CAF"
"cell_5383","P09","CAF"
"cell_5384","P09","ETC"
"cell_5385","P09","CAF"
"cell_5386","P09","ETC"
"cell_5387","P09","CAF"
"cell_5388","P09","TAM"
"cell_5389","P09","ETC"
"cell_5390","P09","ETC"
"cell_5391","P09","CAF"
"cell_5392","P09","ETC"
"cell_5393","P09","CAF"
"cell_5394","P09","ETC"
"cell_5395","P09","CAF"
"cell_5396","P09","CAF"
"cell_5397","P09","TAM"
"cell_5398","P09","ETC"
"cell_5399","P09","ETC"
"cell_5400","P09","ETC"
"cell_5401","P09","CAF"
"cell_5402","P09","TAM"
"cell_5403","P09","ETC"
"cell_5404","P09","TAM"
"cell_5405","P09","ETC"
"cell_5406","P09","ETC"
"cell_5407","P09","CAF"
"cell_5408","P09","TAM"
"cell_5409","P09","CAF"
"cell_5410","P09","ETC"
"cell_5411","P09","ETC"
"cell_5412","P09","CAF"
"cell_5413","P09","TAM"
"cell_5414","P09","TAM"
"cell_5415","P09","ETC"
"cell_5416","P09","TAM"
"cell_5417","P09","ETC"
"cell_5418","P09","CAF"
"cell_5419","P09","ETC"
"cell_5420","P09","ETC"
"cell_5421","P09","ETC"
"cell_5422","P09","CAF"
"cell_5423","P09","ETC"
"cell_5424","P09","CAF"
"cell_5425","P09","TAM"
"cell_5426","P09","CAF"
"cell_5427","P09","TAM"
"cell_5428","P09","TAM"
"cell_5429","P09","CAF"
"cell_5430","P09","TAM"
"cell_5431","P09","ETC"
"cell_5432","P09","ETC"
"cell_5433","P09","TAM"
"cell_5434","P09","ETC"
"cell_5435","P09","ETC"
"cell_5436","P09","TAM"
"cell_5437","P09","CAF"
"cell_5438","P09","TAM"
"cell_5439","P09","TAM"
"cell_5440","P09","ETC"
"cell_5441","P09","ETC"
"cell_5442","P09","TAM"
"cell_5443","P09","CAF"
"cell_5444","P09","TAM"
"cell_5445","P09","CAF"
"cell_5446","P09","ETC"
"cell_5447","P09","TAM"
"cell_5448","P09","ETC"
"cell_5449","P09","TAM"
"cell_5450","P09","CAF"
"cell_5451","P09","TAM"
"cell_5452","P09","ETC"
"cell_5453","P09","TAM"
"cell_5454","P09","CAF"
"cell_5455","P09","CAF"
"cell_5456","P09","CAF"
"cell_5457","P09","Endo"
"cell_5458","P09","TAM"
"cell_5459","P09","ETC"
"cell_5460","P09","TAM"
"cell_5461","P09","ETC"
"cell_5462","P09","CAF"
"cell_5463","P09","ETC"
"cell_5464","P09","ETC"
"cell_5465","P09","TAM"
"cell_5466","P09","TAM"
"cell_5467","P09","CAF"
"cell_5468","P09","ETC"
"cell_5469","P09","Endo"
"cell_5470","P09","ETC"
"cell_5471","P09","Endo"
"cell_5472","P09","TAM"
"cell_5473","P09","CAF"
"cell_5474","P09","ETC"
"cell_5475","P09","ETC"
"cell_5476","P09","ETC"
"cell_5477","P09","TAM"
"cell_5478","P09","CAF"
"cell_5479","P09","ETC"
"cell_5480","P09","ETC"
"cell_5481","P09","TAM"
"cell_5482","P09","ETC"
"cell_5483","P09","ETC"
"cell_5484","P09","ETC"
"cell_5485","P09","CAF"
"cell_5486","P09","Endo"
"cell_5487","P09","CAF"
"cell_5488","P09","CAF"
"cell_5489","P09","ETC"
"cell_5490","P09","DC"
"cell_5491","P09","CAF"
"cell_5492","P09","ETC"
"cell_5493","P09","TAM"
"cell_5494","P09","ETC"
"cell_5495","P09","TAM"
"cell_5496","P09","TAM"
"cell_5497","P09","CAF"
"cell_5498","P09","Endo"
"cell_5499","P09","TAM"
"cell_5500","P09","ETC"
"cell_5501","P09","ETC"
"cell_5502","P09","ETC"
"cell_5503","P09","ETC"
"cell_5504","P09","ETC"
"cell_5505","P09","ETC"
"cell_5506","P09","TAM"
"cell_5507","P09","ETC"
"cell_5508","P09","ETC"
"cell_5509","P09","CAF"
"cell_5510","P09","ETC"
"cell_5511","P09","TAM"
"cell_5512","P09","CAF"
"cell_5513","P09","ETC"
"cell_5514","P09","TAM"
"cell_5515","P09","CAF"
"cell_5516","P09","TAM"
"cell_5517","P09","CAF"
"cell_5518","P09","ETC"
"cell_5519","P09","ETC"
"cell_5520","P09","ETC"
"cell_5521","P09","CAF"
"cell_5522","P09","TAM"
"cell_5523","P09","TAM"
"cell_5524","P09","ETC"
"cell_5525","P09","TAM"
"cell_5526","P09","TAM"
"cell_5527","P09","TAM"
"cell_5528","P09","ETC"
"cell_5529","P09","ETC"
"cell_5530","P09","CAF"
"cell_5531","P09","ETC"
"cell_5532","P09","TAM"
"cell_5533","P09","TAM"
"cell_5534","P09","CAF"
"cell_5535","P09","ETC"
"cell_5536","P09","ETC"
"cell_5537","P09","TAM"
"cell_5538","P09","CAF"
"cell_5539","P09","ETC"
"cell_5540","P09","ETC"
"cell_5541","P09","CAF"
"cell_5542","P09","TAM"
"cell_5543","P09","ETC"
"cell_5544","P09","TAM"
"cell_5545","P09","TAM"
"cell_5546","P09","CAF"
"cell_5547","P09","CAF"
"cell_5548","P09","ETC"
"cell_5549","P09","TAM"
"cell_5550","P09","CAF"
"cell_5551","P09","CAF"
"cell_5552","P09","CAF"
"cell_5553","P09","ETC"
"cell_5554","P09","ETC"
"cell_5555","P09","TAM"
"cell_5556","P09","TAM"
"cell_5557","P09","ETC"
"cell_5558","P09","TAM"
"cell_5559","P09","CAF"
"cell_5560","P09","ETC"
"cell_5561","P09","CAF"
"cell_5562","P09","ETC"
"cell_5563","P09","CAF"
"cell_5564","P09","CAF"
"cell_5565","P09","TAM"
"cell_5566","P09","CAF"
"cell_5567","P09","CAF"
"cell_5568","P09","ETC"
"cell_5569","P09","ETC"
"cell_5570","P09","CAF"
"cell_5571","P09","ETC"
"cell_5572","P09","TAM"
"cell_5573","P09","ETC"
"cell_5574","P09","ETC"
"cell_5575","P09","CAF"
"cell_5576","P09","TAM"
"cell_5577","P09","TAM"
"cell_5578","P09","CAF"
"cell_5579","P09","DC"
"cell_5580","P09","ETC"
"cell_5581","P09","ETC"
"cell_5582","P09","TAM"
"cell_5583","P09","ETC"
"cell_5584","P09","CAF"
"cell_5585","P09","TAM"
"cell_5586","P09","ETC"
"cell_5587","P09","DC"
"cell_5588","P09","CAF"
"cell_5589","P09","TAM"
"cell_5590","P09","ETC"
"cell_5591","P09","ETC"
"cell_5592","P09","TAM"
"cell_5593","P09","CAF"
"cell_5594","P09","TAM"
"cell_5595","P09","ETC"
"cell_5596","P09","CAF"
"cell_5597","P09","TAM"
"cell_5598","P09","TAM"
"cell_5599","P09","ETC"
"cell_5600","P09","ETC"
"cell_5601","P09","ETC"
"cell_5602","P09","TAM"
"cell_5603","P09","TAM"
"cell_5604","P09","TAM"
"cell_5605","P09","ETC"
"cell_5606","P09","Endo"
"cell_5607","P09","Endo"
"cell_5608","P09","CAF"
"cell_5609","P09","TAM"
"cell_5610","P09","ETC"
"cell_5611","P09","TAM"
"cell_5612","P09","ETC"
"cell_5613","P09","CAF"
"cell_5614","P09","TAM"
"cell_5615","P09","CAF"
"cell_5616","P09","ETC"
"cell_5617","P09","TAM"
"cell_5618","P09","CAF"
"cell_5619","P09","CAF"
"cell_5620","P09","CAF"
"cell_5621","P09","TAM"
"cell_5622","P09","ETC"
"cell_5623","P09","TAM"
"cell_5624","P09","CAF"
"cell_5625","P09","CAF"
"cell_5626","P09","Endo"
"cell_5627","P09","CAF"
"cell_5628","P09","ETC"
"cell_5629","P09","ETC"
"cell_5630","P09","ETC"
"cell_5631","P09","TAM"
"cell_5632","P09","ETC"
"cell_5633","P09","ETC"
"cell_5634","P09","TAM"
"cell_5635","P09","ETC"
"cell_5636","P09","CAF"
"cell_5637","P09","TAM"
"cell_5638","P09","TAM"
"cell_5639","P09","Endo"
"cell_5640","P09","TAM"
"cell_5641","P09","CAF"
"cell_5642","P09","CAF"
"cell_5643","P09","TAM"
"cell_5644","P09","ETC"
"cell_5645","P09","ETC"
"cell_5646","P09","TAM"
"cell_5647","P09","CAF"
"cell_5648","P09","ETC"
"cell_5649","P09","TAM"
"cell_5650","P09","CAF"
"cell_5651","P09","TAM"
"cell_5652","P09","ETC"
"cell_5653","P09","CAF"
"cell_5654","P09","ETC"
"cell_5655","P09","ETC"
"cell_5656","P09","ETC"
"cell_5657","P09","CAF"
"cell_5658","P09","ETC"
"cell_5659","P09","CAF"
"cell_5660","P09","CAF"
"cell_5661","P09","TAM"
"cell_5662","P09","CAF"
"cell_5663","P09","CAF"
"cell_5664","P09","TAM"
"cell_5665","P09","TAM"
"cell_5666","P09","ETC"
"cell_5667","P09","CAF"
"cell_5668","P09","TAM"
"cell_5669","P09","CAF"
"cell_5670","P09","ETC"
"cell_5671","P09","ETC"
"cell_5672","P09","ETC"
"cell_5673","P09","TAM"
"cell_5674","P09","Endo"
"cell_5675","P09","ETC"
"cell_5676","P09","CAF"
"cell_5677","P09","TAM"
"cell_5678","P09","TAM"
"cell_5679","P09","ETC"
"cell_5680","P09","ETC"
"cell_5681","P09","ETC"
"cell_5682","P09","TAM"
"cell_5683","P09","ETC"
"cell_5684","P09","TAM"
"cell_5685","P09","CAF"
"cell_5686","P09","TAM"
"cell_5687","P09","TAM"
"cell_5688","P09","TAM"
"cell_5689","P09","ETC"
"cell_5690","P09","TAM"
"cell_5691","P09","CAF"
"cell_5692","P09","CAF"
"cell_5693","P09","CAF"
"cell_5694","P09","TAM"
"cell_5695","P09","ETC"
"cell_5696","P09","CAF"
"cell_5697","P09","TAM"
"cell_5698","P09","ETC"
"cell_5699","P09","CAF"
"cell_5700","P09","TAM"
"cell_5701","P09","CAF"
"cell_5702","P09","ETC"
"cell_5703","P09","ETC"
"cell_5704","P09","TAM"
"cell_5705","P09","TAM"
"cell_5706","P09","CAF"
"cell_5707","P09","DC"
"cell_5708","P09","CAF"
"cell_5709","P09","TAM"
"cell_5710","P09","ETC"
"cell_5711","P09","TAM"
"cell_5712","P09","ETC"
"cell_5713","P09","CAF"
"cell_5714","P09","CAF"
"cell_5715","P09","ETC"
"cell_5716","P09","TAM"
"cell_5717","P09","ETC"
"cell_5718","P09","CAF"
"cell_5719","P09","TAM"
"cell_5720","P09","TAM"
"cell_5721","P09","ETC"
"cell_5722","P09","ETC"
"cell_5723","P09","CAF"
"cell_5724","P09","ETC"
"cell_5725","P09","CAF"
"cell_5726","P09","ETC"
"cell_5727","P09","TAM"
"cell_5728","P09","ETC"
"cell_5729","P09","TAM"
"cell_5730","P09","ETC"
"cell_5731","P09","Endo"
"cell_5732","P09","TAM"
"cell_5733","P09","CAF"
"cell_5734","P09","CAF"
"cell_5735","P09","Endo"
"cell_5736","P09","CAF"
"cell_5737","P09","TAM"
"cell_5738","P09","ETC"
"cell_5739","P09","ETC"
"cell_5740","P09","ETC"
"cell_5741","P09","CAF"
"cell_5742","P09","Endo"
"cell_5743","P09","CAF"
"cell_5744","P09","DC"
"cell_5745","P09","TAM"
"cell_5746","P09","TAM"
"cell_5747","P09","TAM"
"cell_5748","P09","CAF"
"cell_5749","P09","TAM"
"cell_5750","P09","TAM"
"cell_5751","P09","TAM"
"cell_5752","P09","ETC"
"cell_5753","P09","ETC"
"cell_5754","P09","ETC"
"cell_5755","P09","TAM"
"cell_5756","P09","ETC"
"cell_5757","P09","Endo"
"cell_5758","P09","ETC"
"cell_5759","P09","TAM"
"cell_5760","P09","ETC"
"cell_5761","P09","TAM"
"cell_5762","P09","ETC"
"cell_5763","P09","ETC"
"cell_5764","P09","TAM"
"cell_5765","P09","DC"
"cell_5766","P09","TAM"
"cell_5767","P09","ETC"
"cell_5768","P09","TAM"
"cell_5769","P09","ETC"
"cell_5770","P09","ETC"
"cell_5771","P09","ETC"
"cell_5772","P09","CAF"
"cell_5773","P09","CAF"
"cell_5774","P09","CAF"
"cell_5775","P09","CAF"
"cell_5776","P09","ETC"
"cell_5777","P09","ETC"
"cell_5778","P09","TAM"
"cell_5779","P09","TAM"
"cell_5780","P09","TAM"
"cell_5781","P09","ETC"
"cell_5782","P09","CAF"
"cell_5783","P09","ETC"
"cell_5784","P09","TIL"
"cell_5785","P09","ETC"
"cell_5786","P09","TAM"
"cell_5787","P09","DC"
"cell_5788","P09","TAM"
"cell_5789","P09","CAF"
"cell_5790","P09","TAM"
"cell_5791","P09","TAM"
"cell_5792","P09","ETC"
"cell_5793","P09","TAM"
"cell_5794","P09","CAF"
"cell_5795","P09","TAM"
"cell_5796","P09","Endo"
"cell_5797","P09","CAF"
"cell_5798","P09","ETC"
"cell_5799","P09","CAF"
"cell_5800","P09","ETC"
"cell_5801","P09","TAM"
"cell_5802","P09","TAM"
"cell_5803","P09","ETC"
"cell_5804","P09","TAM"
"cell_5805","P09","CAF"
"cell_5806","P09","TAM"
"cell_5807","P09","CAF"
"cell_5808","P09","ETC"
"cell_5809","P09","CAF"
"cell_5810","P09","CAF"
"cell_5811","P09","TAM"
"cell_5812","P09","Endo"
"cell_5813","P09","CAF"
"cell_5814","P09","TAM"
"cell_5815","P09","TAM"
"cell_5816","P09","ETC"
"cell_5817","P09","DC"
"cell_5818","P09","CAF"
"cell_5819","P09","TAM"
"cell_5820","P09","TAM"
"cell_5821","P09","TAM"
"cell_5822","P09","ETC"
"cell_5823","P09","ETC"
"cell_5824","P09","CAF"
"cell_5825","P09","CAF"
"cell_5826","P09","CAF"
"cell_5827","P09","CAF"
"cell_5828","P09","ETC"
"cell_5829","P09","CAF"
"cell_5830","P09","TAM"
"cell_5831","P09","ETC"
"cell_5832","P09","ETC"
"cell_5833","P09","TAM"
"cell_5834","P09","CAF"
"cell_5835","P09","CAF"
"cell_5836","P09","TAM"
"cell_5837","P09","ETC"
"cell_5838","P09","CAF"
"cell_5839","P09","CAF"
"cell_5840","P09","ETC"
"cell_5841","P09","ETC"
"cell_5842","P09","CAF"
"cell_5843","P09","ETC"
"cell_5844","P09","CAF"
"cell_5845","P09","DC"
"cell_5846","P09","ETC"
"cell_5847","P09","TAM"
"cell_5848","P09","TAM"
"cell_5849","P09","CAF"
"cell_5850","P09","ETC"
"cell_5851","P09","ETC"
"cell_5852","P09","ETC"
"cell_5853","P09","ETC"
"cell_5854","P09","ETC"
"cell_5855","P09","CAF"
"cell_5856","P09","TAM"
"cell_5857","P09","CAF"
"cell_5858","P09","ETC"
"cell_5859","P09","ETC"
"cell_5860","P09","ETC"
"cell_5861","P09","ETC"
"cell_5862","P09","ETC"
"cell_5863","P09","TAM"
"cell_5864","P09","ETC"
"cell_5865","P09","ETC"
"cell_5866","P09","CAF"
"cell_5867","P09","TAM"
"cell_5868","P09","ETC"
"cell_5869","P09","CAF"
"cell_5870","P09","ETC"
"cell_5871","P09","TAM"
"cell_5872","P09","ETC"
"cell_5873","P09","TAM"
"cell_5874","P09","CAF"
"cell_5875","P09","ETC"
"cell_5876","P09","ETC"
"cell_5877","P09","ETC"
"cell_5878","P09","ETC"
"cell_5879","P09","TAM"
"cell_5880","P09","ETC"
"cell_5881","P10","ETC"
"cell_5882","P10","TAM"
"cell_5883","P10","ETC"
"cell_5884","P10","ETC"
"cell_5885","P10","ETC"
"cell_5886","P10","ETC"
"cell_5887","P10","ETC"
"cell_5888","P10","CAF"
"cell_5889","P10","ETC"
"cell_5890","P10","ETC"
"cell_5891","P10","ETC"
"cell_5892","P10","ETC"
"cell_5893","P10","ETC"
"cell_5894","P10","ETC"
"cell_5895","P10","ETC"
"cell_5896","P10","ETC"
"cell_5897","P10","ETC"
"cell_5898","P10","ETC"
"cell_5899","P10","ETC"
"cell_5900","P10","ETC"
"cell_5901","P10","ETC"
"cell_5902","P10","ETC"
"cell_5903","P10","ETC"
"cell_5904","P10","CAF"
"cell_5905","P10","ETC"
"cell_5906","P10","ETC"
"cell_5907","P10","ETC"
"cell_5908","P10","ETC"
"cell_5909","P10","ETC"
"cell_5910","P10","ETC"
"cell_5911","P10","ETC"
"cell_5912","P10","ETC"
"cell_5913","P10","ETC"
"cell_5914","P10","ETC"
"cell_5915","P10","ETC"
"cell_5916","P10","ETC"
"cell_5917","P10","ETC"
"cell_5918","P10","ETC"
